Ticker,Name,Exchange
A,Agilent Technologies,NYSE
AA,Alcoa Inc.,NYSE
AAT,American Assets Trust,NYSE
AB,Alliance Capital Management L.P.,NYSE
ABBV,Abbvie Inc. Common Stock,NYSE
ABM,Abm Industries Incorporated,NYSE
ABR,Arbor Realty Trust,NYSE
ABT,Abbot Laboratories,NYSE
ACI,Arch Coal,NYSE
ACM,Aecom Technology Corp.,NYSE
ACN,Accenture Plc.,NYSE
ACP,Avenue Income Credit Strategies,NYSE
ACRE,Ares Commercial Real Estate Cor,NYSE
ACT,Actavis Inc.,NYSE
ADC,Agree Realty Corp.,NYSE
ADM,Archer-Daniels-Midland Company,NYSE
ADT,Adt Corporation Common Stock W,NYSE
ADX,Adams Express Company,NYSE
AEE,Ameren Corp.,NYSE
AEG,Aegon Nv,NYSE
AEM,Agnico-Eagle Mines Limited,NYSE
AEO,American Eagle Outfitters,NYSE
AEP,American Electric Power Company,NYSE
AER,Aercap Holdings N.V.,NYSE
AES,The Aes Corp.,NYSE
AFB,Alliance National Municipal,NYSE
AFG,American Financial Group  ,NYSE
AFL,Aflac Incorporated,NYSE
AG,First Majestic Silver,NYSE
AGCO,Agco Corp.,NYSE
AGD,Alpine Global Dynamic Dividend Fund,NYSE
AGI,Alamos Gold Inc.,NYSE
AGM,Federal Agricultural Mortgage Corp.,NYSE
AGO,Assured Guaranty Ltd,NYSE
AGRO,Adecoagro S.A.,NYSE
AHH,Armada Hoffler Properties Inc.,NYSE
AHL,Aspen Insurance Holdings,NYSE
AHT,Ashford Hospitality Trust Inc,NYSE
AI,Arlington Asset Investment Corp,NYSE
AIG,American International Group,NYSE
AIN,Albany International Corp.,NYSE
AIR,Aar ,NYSE
AIT,Applied Industrial Technologies,NYSE
AIV,Apartment Investment And Management,NYSE
AIZ,Assurant,NYSE
AJG,Arthur J. Gallagher & Co.,NYSE
AKR,Acadia Realty Trust,NYSE
AL,Air Lease Corporation Class A C,NYSE
ALB,Albemarle Corp.,NYSE
ALE,Allete,NYSE
ALEX,Alexander And Baldwin Inc,NYSE
ALG,Alamo Group,NYSE
ALK,Alaska Air Group,NYSE
ALL,Allstate Corporation,NYSE
ALSN,Allison Transmission Holdings,NYSE
ALV,Autoliv,NYSE
ALX,Alexander's,NYSE
AM,American Greetings Corp.,NYSE
AMD,Advanced Micro Devices,NYSE
AME,Amtek,NYSE
AMG,Affiliated Managers Group  ,NYSE
AMH,American Homes 4 Rent,NYSE
AMP,Ameriprise Financial Services,NYSE
AMRC,Ameresco Inc,NYSE
AMT,American Tower Corp.,NYSE
AMTD,TD Ameritrade Holding Corp.,NYSE
AMX,American Movil S.A.B. De C.V.,NYSE
AN,Autonation,NYSE
ANF,Abercrombie & Fitch Company,NYSE
AOD,Alpine Total Dynamic Dividend,NYSE
AON,Aon Plc,NYSE
AOS,Smith [A.O.] Corp.,NYSE
AP,Ampco-Pittsburgh Corp.,NYSE
APA,Apache Corp.,NYSE
APAM,Artisan Partners Asset Manageme,NYSE
APD,Air Products And Chemicals,NYSE
APH,Amphenol Corp.,NYSE
APO,Apollo Global Management LLc C,NYSE
ARDC,Ares Dynamic Credit Allocation,NYSE
ARE,Alexandria Real Estate Equities,NYSE
ARI,Apollo Commercial Real Estate,NYSE
ARL,American Realty Investors,NYSE
ARR,Armour Residential R,NYSE
ARW,Arrow Electronics,NYSE
ASA,Asa Gold And Precious Metals,NYSE
ASC,Ardmore Shipping Corporation,NYSE
ASG,Liberty All-Star Growth Fund,NYSE
ASGN,On Assignment,NYSE
ASH,Ashland Inc.,NYSE
ASR,Grupo Aeroporuario Del Sureste,NYSE
ASX,Advanced Semiconductor Engineering,NYSE
ATI,Allagheny Technologies Inc.,NYSE
ATO,Atmos Energy Llc,NYSE
ATR,Aptargroup,NYSE
AU,Anglogold Ashanti Ltd,NYSE
AVA,Avista Corp.,NYSE
AVB,Avalonbay Communities,NYSE
AVD,American Vanguard Corp.,NYSE
AVK,Advent Claymore Convertible Securities,NYSE
AVT,Avnet,NYSE
AVY,Avery Dennison Corp.,NYSE
AWF,Alliance World Dollar Fund II,NYSE
AWI,Armstrong World Industries Inc,NYSE
AWK,American Water Works,NYSE
AWP,Alpine Global Premier Propertie,NYSE
AWR,American States Water Company,NYSE
AXL,American Axle & Manufacturing,NYSE
AXP,American Express Company,NYSE
AXR,Amrep Corp.,NYSE
AXS,Axis Capital Holdings,NYSE
AYI,Acuity Brands Inc,NYSE
AZN,Astrazeneca Plc,NYSE
AZO,Autozone,NYSE
AZZ,Azz Inc.,NYSE
BCC,Boise Cascade L.L.C. Common ST,NYSE
BCE,Bce,NYSE
BCH,Banco De Chile,NYSE
BCO,Brink's Company,NYSE
BCS,Barclays Plc,NYSE
BCX,Blackrock Resources Common Shar,NYSE
BDC,Belden Inc,NYSE
BDJ,Blackrock Enhanced Dividend Achievers,NYSE
BDN,Brandywine Realty Trust,NYSE
BDX,Becton Dickinson And Company,NYSE
BEAM,Beam Inc,NYSE
BEN,Franklin Resources,NYSE
BEP,Brookfield Renewable,NYSE
BFAM,Bright Horizons Family Solutions Inc.,NYSE
BFK,Blackrock Florida Muni 2020 Trust,NYSE
BFS,Saul Centers,NYSE
BFZ,Blackrock California Muni Trust,NYSE
BG,Bunge Limited,NYSE
BGB,Blackstone / Gso Strategic Cre,NYSE
BGC,General Cable Corp.,NYSE
BGH,Babson Capital Global Short Du,NYSE
BGR,Blackrock Energy And Resources Trust,NYSE
BGS,B&G Foods Holdings,NYSE
BGT,Blackrock Global,NYSE
BGX,Blacstone Gso Long Short Credit Fund,NYSE
BGY,Blackrock International,NYSE
BH,Biglari Holdings Inc.,NYSE
BHE,Benchmark Electronics,NYSE
BHK,Blackrock Core Trust,NYSE
BHLB,Berkshire Hills Bancorp,NYSE
BHP,Bhp Billiton Limited,NYSE
BIO,Bio-Rad Laboratories,NYSE
BIOA,Bioamber Inc.,NYSE
BIP,Brookfield Infrastructure Partners Lp,NYSE
BIT,Blackrock Multi-Sector Income T,NYSE
BK,Bank Of New York Mellon Corp.,NYSE
BKD,Brookdale Senior Living Inc.,NYSE
BKE,Buckle,NYSE
BKH,Black Hills Corp.,NYSE
BKN,Blackrock Investment Quality Municipal,NYSE
BKT,Blackrock Income Trust Inc.,NYSE
BKU,Bankunited,NYSE
BLK,Blackrock,NYSE
BLW,Blackrock Limited Duration Income Trust,NYSE
BLX,Banco Latinoamericano De Comercio,NYSE
BMA,Banco Macro S.A.,NYSE
BME,Blackrock Health Sciences Trust,NYSE
BMI,Badger Meter,NYSE
BMO,Bank Of Montreal,NYSE
BMR,Biomed Realty Trust,NYSE
BMY,Bristol-Myers Squibb Company,NYSE
BNJ,Blackrock New Jersey Muni Income Trust,NYSE
BNS,Bank Of Nova Scotia,NYSE
BNY,Blackrock New York Muni Trust Inc.,NYSE
BOE,Blackrock Global,NYSE
BOH,Bank Of Hawaii Corp.,NYSE
BP,Bp P.L.C.,NYSE
BPT,Bp Prudhoe Bay Royalty Trust,NYSE
BR,Broadridge Financial Solutions Llc,NYSE
BRC,Brady Corp.,NYSE
BRFS,Brf-Brasil Foods S.A.,NYSE
BRO,Brown & Brown,NYSE
BRT,Brt Realty Trust,NYSE
BRY,Berry Petroleum Company,NYSE
BSAC,Banco Santander-Chile Ads,NYSE
BSBR,Banco Santander Brasil Sa,NYSE
BSL,Blackstone Gso Senior Floating Rate,NYSE
BSX,Boston Scientific Corp.,NYSE
BTA,Blackrock Long-Term Muni Advantage Trust,NYSE
BTE,Baytex Energy Corp,NYSE
BTO,John Hancock Bank And Thrift Fund,NYSE
BTT,Blackrock Municipal Target Term,NYSE
BTU,Peabody Energy Corp.,NYSE
BTZ,Blackrock Preferred,NYSE
BUD,Anheuser-Busch Inbev Sa,NYSE
BUI,Blackrock Utility And Infrastr,NYSE
BVN,Compania Mina Beunaventura S.A.,NYSE
BWA,Borgwarner Inc.,NYSE
BWG,Legg Mason Bw Global Income Op,NYSE
BXC,Bluelinx Holdings Inc.,NYSE
BXMT,Blackstone Mortgage Trust Inc. CI A,NYSE
BXP,Boston Properties,NYSE
BYD,Boyd Gaming Corp.,NYSE
BYM,Blackrock Muni Income Quality Trust,NYSE
BZ,Boise Inc,NYSE
BZH,Beazer Homes USA,NYSE
C,Citigroup Inc.,NYSE
CACI,Caci International,NYSE
CAE,Cae Inc,NYSE
CAF,Morgan Stanley China A Share Fun Inc.,NYSE
CAG,Conagra Foods,NYSE
CAH,Cardinal Health,NYSE
CALX,Calix Inc,NYSE
CAT,Caterpillar,NYSE
CATO,Cato Corp.,NYSE
CB,Chubb Corp.,NYSE
CBL,Cbl & Associated Properties,NYSE
CBT,Cabot Corp.,NYSE
CBU,Communitiy Bank System,NYSE
CBZ,Cbiz,NYSE
CCG,Campus Crest Communities,NYSE
CCI,Crown Castle International Corp.,NYSE
CCJ,Cameco Corp.,NYSE
CCK,Crown Cork & Seal Company,NYSE
CCL,Carnival Corp.,NYSE
CCM,Concord Medical Services,NYSE
CCO,Clear Channel Outdoor Holdings,NYSE
CCU,Compania Cervecerias Unidas S.A.,NYSE
CCZ,Comcast Corp.,NYSE
CDE,Coeur D'Alene Mines Corp.,NYSE
CE,Celanese Corp.,NYSE
CEE,Central Europe And Russia Fund,NYSE
CF,Cf Industries Holdings,NYSE
CFR,Cullen/Frost Bankers,NYSE
CHA,China Telecom Corp Ltd,NYSE
CHD,Church & Dwight Company,NYSE
CHE,Chemed,NYSE
CHH,Choice Hotels International,NYSE
CHN,China Fund,NYSE
CHT,Chunghwa Telecom Co Ltd,NYSE
CI,Cigna Corp.,NYSE
CIA,Citizens,NYSE
CIB,Bancolombia S.A.,NYSE
CIF,Colonial Intermediate High,NYSE
CIG,Comp En De Mn Cemig Ads,NYSE
CII,Blackrock Capital And Income Strategies,NYSE
CIM,Chimera Investment Corp.,NYSE
CL,Colgate-Palmolive Company,NYSE
CLB,Core Laboratories N.V.,NYSE
CLDT,Catham Lodging Trust [Reit],NYSE
CLF,Cliffs Natual Resources Inc.,NYSE
CLH,Clean Harbors,NYSE
CLS,Celestica,NYSE
CLW,Clearwater Paper Corp.,NYSE
CLX,Clorox Company,NYSE
CM,Canadian Imperial Bank Of Commerce,NYSE
CMA,Comerica Inc.,NYSE
CMC,Commercial Metals Company,NYSE
CMG,Chipotle Mexican Grill,NYSE
CMI,Cummmins Inc.,NYSE
CMP,Compass Minerals Intl Inc,NYSE
CMRE,Costamare Inc.,NYSE
CMS,Cms Energy Corp.,NYSE
CMU,Colonial Muni Income Trust,NYSE
CAN,Can Financial Corp.,NYSE
CNC,Centene Corp.,NYSE
CNH,Cnh Global N.V.,NYSE
CNI,Canadian National Railway Company,NYSE
CNK,Cinemark Holdings Inc,NYSE
CNO,Cno Financial Group,NYSE
CNP,Centerpoint Energy Inc,NYSE
CNQ,Canadian Natural Resources,NYSE
CNS,Cohn & Steers Inc,NYSE
CNX,Consol Energy Inc.,NYSE
CODI,Compass Diversified Holdings,NYSE
COF,Capital One Financial Corp.,NYSE
COO,Cooper Companies,NYSE
COP,Conocophillips,NYSE
COR,Coresite Realty Corp.,NYSE
COTY,Coty Inc,NYSE
CP,Canadian Pacific Railway,NYSE
CPA,Copa Holdings S.A.,NYSE
CPAC,Cementos Pacasmayo S.A.A.,NYSE
CPF,Cpb Inc.,NYSE
CPK,Chesapeake Utilities Corp.,NYSE
CPT,Camden Property Trust,NYSE
CR,Crane Company,NYSE
CRH,Crh Plc,NYSE
CRI,Carter's,NYSE
CRK,Comstock Resources,NYSE
CRL,Charles River Laboratories Intl,NYSE
CRM,Salesforce.Com Inc,NYSE
CRS,Carpenter Technology Corp.,NYSE
CRT,Cross Timbers Royalty Trust,NYSE
CSL,Carlisle Companies Inc.,NYSE
CSTM,Constellium N.V.,NYSE
CSV,Carriage Services,NYSE
CSX,Csx Corp.,NYSE
CTS,Cts Corp.,NYSE
CUB,Cubic Corp.,NYSE
CUBE,Cubesmart  ,NYSE
CUK,Carnival Plc Ads,NYSE
CUZ,Cousins Properties Inc.,NYSE
CVE,Cenovus Energy Inc,NYSE
CVI,Cvr Energy Inc.,NYSE
CVS,Cvs Corp.,NYSE
CVX,Chevron Corp.,NYSE
CW,Curtiss-Wright Corp.,NYSE
CWH,Commonwealth REIT,NYSE
CWT,California Water Service Group Holding,NYSE
CX,Cemex S.A.B. De C.V. Sponsored,NYSE
CXE,Colonial High Income Muni Trust,NYSE
CXH,Colonial Investment Grade Muni Trust,NYSE
CXW,Corrections Corporation Of America,NYSE
CYD,China Yuchai International,NYSE
CYH,Community Health Systems,NYSE
CYN,City National Corp.,NYSE
D,Dominion Resources,NYSE
DAC,Danaos Corp.,NYSE
DAL,Delta Air Lines Inc.,NYSE
DAN,Dana Holding Corp.,NYSE
DAR,Darling International Inc.,NYSE
DB,Deutsche Bank Ag,NYSE
DBD,Diebold Inc.,NYSE
DBL,Doubleline Opportunistic Credi,NYSE
DCI,Donaldson Company,NYSE
DCO,Ducommun Inc.,NYSE
DD,E.I. Du Pont De Nemours And Company,NYSE
DDD,3D Systems Corp.,NYSE
DDS,Dillard's,NYSE
DDT,Dillard's,NYSE
DE,Deere & Company,NYSE
DEI,Douglas Emmett,NYSE
DEO,Diageo Plc,NYSE
DFP,Flaherty & Crumrine Dynamic,NYSE
DFS,Discover Financial Services,NYSE
DG,Dollar General Corp.,NYSE
DGX,Quest Diagnostics Inc.,NYSE
DHF,Dreyfus High Yield Strategies Fund,NYSE
DHI,D.R. Horton,NYSE
DHR,Danaher Corp.,NYSE
DHT,Dht Holdings,NYSE
DHX,Dice Holdings,NYSE
DIN,Dineequity Inc,NYSE
DIS,Walt Disney Company,NYSE
DK,Dalek US Holdings,NYSE
DKL,Delek Logistics Partners Lp,NYSE
DKS,Dick's Sporting Goods Inc,NYSE
DLB,Dolby Laboratories,NYSE
DLR,Digital Realty Trust,NYSE
DLX,Deluxe Corp.,NYSE
DMB,Dreyfus Munipal Bond Indrastr,NYSE
DMO,Western Asset Mortgage Defined Opp,NYSE
DNB,Dun & Bradstreet Corp.,NYSE
DNP,Duff & Phelps Utilities Income,NYSE
DOC,Physicians Realty Trust,NYSE
DOLE,Dole Food Company,NYSE
DOV,Dover Corp.,NYSE
DOW,DOW Chemical Company,NYSE
DOX,Amdocs Limited,NYSE
DPG,Duff & Phelps Global Utility I,NYSE
DPZ,Domino's Pizza Inc,NYSE
DQ,Daqq New Energy,NYSE
DRD,Drdgold Limited,NYSE
DRH,Diamondrock Hospitality Company,NYSE
DRI,Darden Resorts International,NYSE
DSL,Doubleline Income Solutions Fun,NYSE
DSM,Dreyfus Strategic Muni Bond Fund,NYSE
DSU,Blackrock Debt Strategies Fund,NYSE
DSX,Diana Shipping Inc.,NYSE
DTE,Dte Energy Company,NYSE
DTF,Duff & Phelps Utilities Tax-Free Income,NYSE
DUK,Duke Energy Corp.,NYSE
DV,Devry Inc.,NYSE
DVA,Davita Inc.,NYSE
DVN,Devon Energy Corp.,NYSE
DX,Dynex Capital,NYSE
DY,Dycom Industries,NYSE
DYN,Dynegy Inc,NYSE
E,Eni S.P.A.,NYSE
EARN,Ellington Residential Mortgage,NYSE
EAT,Brinker International,NYSE
EBF,Ennis,NYSE
EBR,Centrais Elc Braz Pfb B Elbras,NYSE
EBS,Emergent Biosolutions,NYSE
EC,Ecopetrol S.A.,NYSE
ECL,Ecolab Inc.,NYSE
ED,Consolidated Edison Company Of New York,NYSE
EDD,Emerging Markets Domestic Debt Fund,NYSE
EDF,Stone Harbor Emerging Markets,NYSE
EDN,Empresa Distibuidora Y Comercializadora,NYSE
EDU,New Oriental Education & Technology,NYSE
EE,El Paso Electric Company,NYSE
EEA,European Equity Fund,NYSE
EFC,Ellington Financial Llc,NYSE
EFR,Eaton Vance Senior Floating-Rate Fund,NYSE
EFT,Eaton Vance Floating Rate Income Trust,NYSE
EFX,Equifax,NYSE
EGO,Eldorado Gold Corp,NYSE
EGP,Eastgroup Properties,NYSE
EGY,Vaalco Energy Inc,NYSE
EHI,Western Asset Global High,NYSE
EIG,Employers Holdings Inc,NYSE
EIX,Edison International,NYSE
EL,Estee Lauder Companies,NYSE
ELP,Companhia Paranaense De Energia,NYSE
ELS,Equity Lifestyle Properties,NYSE
EMD,Western Asset Emerging Markets Fund,NYSE
EME,Emcor Group,NYSE
EMF,Templeton Emerging Markets Fund,NYSE
EMN,Eastman Chemical Company,NYSE
EMO,Clearbridge Energy MLP Opportu,NYSE
EMR,Emerson Electric Company,NYSE
ENB,Enbridge Inc,NYSE
ENJ,Entergy New Orleans Inc.,NYSE
ENR,Energizer Holdings,NYSE
ENS,Enersys,NYSE
EOD,Wells Fargo Global Dividend Opportunity,NYSE
EOG,Eog Resources,NYSE
EOI,Eaton Vance Enhance Equity,NYSE
EOS,Eaton Vance Enhanced Equity II,NYSE
EOT,Eaton Vance Muni Income Trust,NYSE
EPAM,Epam Systems Inc.,NYSE
EPD,Enterprise Products Partners L.P.,NYSE
EPR,Entertainment Properties Trust,NYSE
EQR,Equity Residential,NYSE
EQS,Equus Total Return,NYSE
EQT,Eqt Corp.,NYSE
ERJ,Embraer-Empresa Brasileira De,NYSE
ESE,Esco Technologies Inc.,NYSE
ESI,Itt Educational Services,NYSE
ESS,Essex Property Trust,NYSE
ETB,Eaton Vance Tax-Managed Buy-Write,NYSE
ETG,Eaton Vance Tax-Advantaged Global,NYSE
ETJ,Eaton Vance Risk-Managed Diversified,NYSE
ETN,Eaton Corp.,NYSE
ETO,Eaton Vance Tax-Advantage Global,NYSE
ETR,Entergy Corp.,NYSE
ETV,Eaton Vance Corp.,NYSE
ETW,Eaton Vance Corp.,NYSE
ETY,Eaton Vance Tax-Managed Diversified,NYSE
EVC,Entravision Communications Corp.,NYSE
EVER,Everbank Financial Corp.,NYSE
EVF,Eaton Vance Senior Income Trust,NYSE
EVG,Eaton Vance Short Diversified,NYSE
EVN,Eaton Vance Muni Income Trust,NYSE
EVR,Evercore Partners Inc,NYSE
EVT,Eaton Vance Tax Advantaged Dividend,NYSE
EVTC,Evertec Inc. Common Stock,NYSE
EW,Edwards Lifesciences Corp.,NYSE
EXC,Exelon Corp.,NYSE
EXG,Eaton Vance Tax-Managed Global,NYSE
EXK,Endeavour Silver Corp.,NYSE
EXP,Eagle Materials Inc.,NYSE
EXP,Eagle Materials Inc ,NYSE
EXR,Extra Space Storage Inc,NYSE
F,Ford Motor Company,NYSE
FAF,First American Corp.,NYSE
FBP,First Bancorp.,NYSE
FC,Franklin Covey Company,NYSE
FCF,First Commonwealth Financial Corp.,NYSE
FCN,Fti Consulting,NYSE
FCT,Senior Floating Rate II,NYSE
FCX,Freeport-Mcmoran Copper & Gold,NYSE
FDP,Fresh Del Monte Produce,NYSE
FDX,Fedex Corp.,NYSE
FE,Firstenergy Corp.,NYSE
FENG,Phoenix New Media Limited,NYSE
FET,Forum Energy Technologies Inc,NYSE
FF,Futurefuel Corp.,NYSE
FFA,First Trust Enhanced Equity Income Fund,NYSE
FFC,Flaherty Crumrine/Claymore Preferred,NYSE
FGB,Ferrellgas-Partners L.P.,NYSE
FHN,First Tennessee National Corp.,NYSE
FI,Frank's International N.V.,NYSE
FICO,Fair Isaac And Company Inc.,NYSE
FIX,Comfort Systems USA,NYSE
FL,Footlocker Inc,NYSE
FLC,Flaherty & Crumrine/Claymore Total,NYSE
FLO,Flowers Foods,NYSE
FLR,Fluor Corp.,NYSE
FLS,Flowserve Corp.,NYSE
FMC,Fmc Corp.,NYSE
FMN,Federated Premier Muni,NYSE
FMS,Fresenius Medical Care Corp.,NYSE
FMX,Fomento Economico Mexicano S.A.B. De,NYSE
FMY,First Trust/Fidac Mortgage Income Fund,NYSE
FN,Fabrinet,NYSE
FNB,F.N.B. Corp.,NYSE
FNF,Fidelity National Financial,NYSE
FNV,Franco Nev Corp,NYSE
FOF,Cohen & Steers Closed-End Opportunity,NYSE
FOR,Forestar Group Inc,NYSE
FPF,First Trust Intermediate Durat,NYSE
FR,First Industrial Realty Trust,NYSE
FRA,Blackrock Floating Rate Income Fund,NYSE
FRO,Frontline Ltd,NYSE
FRT,Federal Realty Investment Trust,NYSE
FSM,Fortuna Silver Mines,NYSE
FSS,Federal Signal Corp.,NYSE
FT,Franklin Universal Trust,NYSE
FTI,Fmc Technologies,NYSE
FTK,Flotek Industries,NYSE
FUL,H.B. Fuller Company,NYSE
FUN,Cedar Fair L.P.,NYSE
G,Genpact Limited,NYSE
GAB,Gabelli Equity Trust,NYSE
GAM,General American Investors,NYSE
GB,Greatbatch,NYSE
GBAB,Guggenheim Build America Bonds,NYSE
GBX,Greenbrier Companies,NYSE
GCI,Gannet Co.,NYSE
GCO,Genesco Inc.,NYSE
GCV,Gabelli Convertible And Income,NYSE
GD,General Dynamics Corp.,NYSE
GDL,The Gdl Fund,NYSE
GDO,Western Asset Global Corporate Defined,NYSE
GDOT,Green Dot Corp.,NYSE
GDV,Gabelli Dividend,NYSE
GE,General Electric Company,NYSE
GEF,Greif Bros. Corp.,NYSE
GEL,Genesis Energy L.P.,NYSE
GEO,Geo Group Inc,NYSE
GES,Guess,NYSE
GF,New Germany Fund,NYSE
GFF,Griffon Corp.,NYSE
GFI,Gold Fields Ltd,NYSE
GGB,Gerdau S.A.,NYSE
GGG,Graco Inc.,NYSE
GGT,Gabelli Global Multi-Media Trust,NYSE
GHI,Global High Income Dollar Fund,NYSE
GHY,Prudential Global Short Durati,NYSE
GIB,Cgi Group,NYSE
GIL,Gildan Activewear,NYSE
GIS,General Mills,NYSE
GJH,Strats Sm Trust For United States,NYSE
GJO,Strats Sm Trust For Wal-Mart Stores Inc,NYSE
GJP,Strats Sm Trust For Dominion Resources,NYSE
GJR,Strats Sm Trust For The Procter & Gamble,NYSE
GJS,Strats Sm Trust For Goldman Sachs Group,NYSE
GJT,Strats Sm Trust For Allstate Group,NYSE
GLP,Global Partners Lp,NYSE
GLW,Corning Inc.,NYSE
GM,General Motors Company,NYSE
GME,Gamestop Corp.,NYSE
GMED,Globus Medical Inc.,NYSE
GNE,Genie Energy Ltd. Class B Commo.,NYSE
GNK,Genco Shipping,NYSE
GNRC,Generac Holdings Inc.,NYSE
GNT,Gabelli Natural Resources Gold,NYSE
GNW,Genworth Financial Inc,NYSE
GOF,Claymore/Guggenheim Strategic Fund,NYSE
GPC,Genuine Parts Company,NYSE
GPI,Group 1 Automotive,NYSE
GPK,Graphic Packaging Holdings Company,NYSE
GPN,Global Payments Inc.,NYSE
GRX,The Gabelli Healthcare & Wellness Trust,NYSE
GS,Goldman Sachs Group,NYSE
GSK,Glaxosmithkline Plc,NYSE
GSL,Global Ship Lease Inc,NYSE
GTI,Graftech International Ltd,NYSE
GTN,Gray Television,NYSE
GTY,Getty Realty Corp.,NYSE
GUT,Gabelli Utility Trust,NYSE
GVA,Granite Construction Inc.,NYSE
GWRE,Guidewire Software Inc. Common,NYSE
GWW,W.W. Grainger,NYSE
H,Hyatt Hotels Corp.,NYSE
HAE,Haemonetics Corp.,NYSE
HAL,Halliburton Company,NYSE
HASI,Hannon Armstrong Sustainable In,NYSE
HBI,Hanesbrands Inc.,NYSE
HBM,Hudbay Minerals Inc,NYSE
HCA,Hca Holdings Inc. Common Stock,NYSE
HCC,Hcc Insurance Holdings,NYSE
HCI,Homeowners Choice,NYSE
HD,Home Depot,NYSE
HDB,Hdfc Bank Limited,NYSE
HE,Hawaiian Electric Industries,NYSE
HEI,Heico Corp.,NYSE
HEQ,John Hancock Hedged Eqty & Inc,NYSE
HES,Hess Corp.,NYSE
HHS,Harte-Hanks,NYSE
HI,Hillenbrand Inc,NYSE
HIG,Hartford Financial Services Group,NYSE
HII,Huntington Ingalls Industries,NYSE
HIO,Western Asset High,NYSE
HIW,Highwoods Properties,NYSE
HIX,Western Asset High Income Fund II Inc.,NYSE
HL,Hecla Mining Company,NYSE
HLF,Herbalife Ltd,NYSE
HLX,Helix Energy Solutions Group,NYSE
HMC,Honda Motor Company,NYSE
HMN,Horace Mann Educators Corp.,NYSE
HMY,Harmony Gold Mining Co. Ltd,NYSE
HNI,Hon Industries Inc.,NYSE
HOG,Harley-Davidson,NYSE
HON,Honeywell International Inc.,NYSE
HOV,Hovnanian Enterprises Inc,NYSE
HP,Helmerich & Payne,NYSE
HPF,John Hancock Pfd II,NYSE
HPI,John Hancock Preferred,NYSE
HPP,Hudson Pacific Properties,NYSE
HPQ,Hewlett-Packard Company,NYSE
HPS,John Hancock Preferred Income Fund III,NYSE
HQH,H&Q Healthcare Investors,NYSE
HQL,H&Q Life Sciences Investors,NYSE
HR,Healthcare Realty Trust Inc.,NYSE
HRB,H&R Block,NYSE
HRL,Hormel Foods Corp.,NYSE
HST,Host Marriott Financial Trust,NYSE
HSY,Hershey Foods Corp.,NYSE
HTD,John Hancock Tax Advantaged Dividend,NYSE
HTGC,Hercules Technology Growth Capital,NYSE
HTH,Hilltop Holdings Inc.,NYSE
HTZ,Hertz Global Holdings Inc,NYSE
HUM,Humana Inc.,NYSE
HUN,Huntsman Corp.,NYSE
HVT,Haverty Furniture Companies,NYSE
HXL,Hexcel Corp.,NYSE
HY,Hyster-Yale Materials Handling,NYSE
HYI,Western Asset High Yield Defined,NYSE
HYT,Blackrock High Yield Fund Vi Inc,NYSE
HZO,Marinemax,NYSE
IAE,ING Asia Pacific High Dividend Equity,NYSE
IAG,Iamgold Corp.,NYSE
IBM,International Business Machines Corp.,NYSE
IBN,Icici Bank Limited,NYSE
ICE,Intercontinentalexchange,NYSE
IDA,Idacorp,NYSE
IDE,ING Infrastructure Industrial,NYSE
IDT,Idt Corp.,NYSE
IEX,Idex Corp.,NYSE
IFF,Internationa Flavors & Fragrances,NYSE
IFN,India Fund,NYSE
IGA,ING Global Advantage And Premium,NYSE
IGD,ING Global Equity Dividend And Premium,NYSE
IGI,Western Asset Investment Grade Defined,NYSE
IGR,ING Clarion Global Real Estate,NYSE
IGT,International Game Technology,NYSE
IHD,ING Emerging Markets High Dividend,NYSE
IHG,Intercontinental Hotels Group,NYSE
IHS,Ihs Inc.,NYSE
IIF,Morgan Stanley India Investment Fund Inc,NYSE
IIM,Invesco Insured Muni Income Trust,NYSE
IMAX,Imax Corp.,NYSE
INFY,Infosys Limited,NYSE
ING,ING Group N.V.,NYSE
INGR,Ingredion Inc,NYSE
INN,Summit Hotel Properties,NYSE
IP,International Paper Company,NYSE
IPG,Interpublic Group Of Companies,NYSE
IPI,Intrepid Potash Inc,NYSE
IQI,Invesco Quality Muni Income Trust,NYSE
IR,Ingersoll-Rand Plc [Ireland],NYSE
IRM,Iron Mountain Inc.,NYSE
IRS,Irsa Inversiones Y Representaciones S.A.,NYSE
ISD,Prudential Short Duration High,NYSE
IT,Gartner,NYSE
ITT,Itt Industries,NYSE
ITUB,Itau Unibanco Banco Holding Sa,NYSE
ITW,Illinois Tool Works Inc.,NYSE
IVR,Invesco Mortgage Capital Inc,NYSE
IVZ,Invesco Plc,NYSE
IX,Orix Corp Ads,NYSE
JBI,Lehman Abs Cp 7.857%,NYSE
JBK,Lehman Abs Corp.,NYSE
JBL,Jabil Circuit,NYSE
JCE,Nuveen Core Equity Alpha Fund,NYSE
JCI,Johnson Controls,NYSE
JEQ,Japan Equity Fund,NYSE
JFR,Nuveen Floating Rate,NYSE
JHI,John Hancock Investors Trust,NYSE
JHS,John Hancock Income Securities Trust,NYSE
JHX,James Hardie Industries Se,NYSE
JKS,Jinkosolar Holding Company Limited,NYSE
JLL,Jones Lang Lasalle Inc.,NYSE
JLS,Nuveen Mortgage Opportunity Term Fund,NYSE
JNJ,Johnson & Johnson,NYSE
JNPR,Juniper Networks,NYSE
JOE,St. Joe Company,NYSE
JOF,Japan Smaller Capitalization Fund Inc,NYSE
JPC,Nuveen Preferred And Convertible,NYSE
